country_iso,country_name,scenario,pasture_area_Mha_2025,pasture_area_Mha_2075,ratio
AGO,Angola,no_gap_closure_beef_pasture_area_m2,29.421528795081674,120.11681942663733,4.082616517423016
ALB,Albania,no_gap_closure_beef_pasture_area_m2,0.2647650004318738,0.14319918332395787,0.5408539009702085
ARE,United Arab Emirates,no_gap_closure_beef_pasture_area_m2,0.1088964516733074,0.14514017556319916,1.3328274092770627
ARG,Argentina,no_gap_closure_beef_pasture_area_m2,58.50191124144586,43.1236425324694,0.7371321999121
ARM,Armenia,no_gap_closure_beef_pasture_area_m2,0.8292826384047968,0.5373794158857065,0.6480051444455733
ATG,Antigua and Barbuda,no_gap_closure_beef_pasture_area_m2,0.0018992393155188173,0.001357051806496637,0.7145238598464511
AUS,Australia,no_gap_closure_beef_pasture_area_m2,234.0164693138164,265.53326900647943,1.1346776993306353
AUT,Austria,no_gap_closure_beef_pasture_area_m2,0.859125986662778,0.6536369407032143,0.7608161676522285
AZE,Azerbaijan,no_gap_closure_beef_pasture_area_m2,1.2497922511454256,1.2294766087173346,0.983744784455599
BEL,Belgium,no_gap_closure_beef_pasture_area_m2,0.3755415024189658,0.3139511432589018,0.8359958652683029
BFA,Burkina Faso,no_gap_closure_beef_pasture_area_m2,6.142555204109503,20.64128452361779,3.360374280365982
BGD,Bangladesh,no_gap_closure_beef_pasture_area_m2,0.6827423101107064,1.874616397621418,2.745715872387416
BGR,Bulgaria,no_gap_closure_beef_pasture_area_m2,0.5444632117448975,0.3332647845605074,0.6120978926977624
BHR,Bahrain,no_gap_closure_beef_pasture_area_m2,0.00019811874940889497,0.00024770004632987044,1.2502604981553018
BHS,Bahamas,no_gap_closure_beef_pasture_area_m2,0.0004956925680189803,0.0003665830536995742,0.7395371190748569
BIH,Bosnia and Herzegovina,no_gap_closure_beef_pasture_area_m2,0.4369395350024433,0.21418985877053598,0.49020480320998705
BLR,Belarus,no_gap_closure_beef_pasture_area_m2,1.8783560048072891,0.868304871787348,0.46226853139931384
BLZ,Belize,no_gap_closure_beef_pasture_area_m2,0.038926011540819525,0.0420657579130519,1.0806593392939807
BOL,Bolivia (Plurinational State of),no_gap_closure_beef_pasture_area_m2,26.90581448182662,27.994067561505304,1.0404467621827147
BRA,Brazil,no_gap_closure_beef_pasture_area_m2,136.7980836863801,99.88215581607724,0.7301429458987496
BRB,Barbados,no_gap_closure_beef_pasture_area_m2,0.001411750826437868,0.0009702711250934963,0.6872821371329996
BTN,Bhutan,no_gap_closure_beef_pasture_area_m2,0.31093566079040025,0.3507734175085417,1.1281221864898792
BWA,Botswana,no_gap_closure_beef_pasture_area_m2,24.45086590084282,59.82261069014505,2.446645895190279
